name,link,ingredient,steps,nutrition,image_url
Apple and rhubarb crumble,https://www.taste.com.au/recipes/apple-rhubarb-crumble-2/55bd5233-76d9-4194-a64d-a124e8c81062#coral_thread,"[{'quantity': '1', 'unit': 'bunch', 'name': '(425g) rhubarb, trimmed, cut into 2cm pieces (see note)'}, {'quantity': '3', 'unit': 'granny', 'name': 'smith apples, peeled, cored, thinly sliced'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'caster sugar'}, {'quantity': '1', 'unit': 'tsp', 'name': 'orange rind, finely grated'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'orange juice'}, {'quantity': '1', 'unit': 'cup', 'name': 'self-raising flour'}, {'quantity': '2/3', 'unit': 'cup', 'name': 'brown sugar'}, {'quantity': '80', 'unit': 'g', 'name': 'butter, chilled, chopped'}, {'quantity': None, 'unit': 'thickened', 'name': 'cream, to serve'}]","Preheat oven to 180C/160C fan-forced. Grease a 1.5-litre (6-cup-capacity) ovenproof dish., Combine rhubarb1 bunch (425g) rhubarb, trimmed, cut into 2cm pieces (see note), apple3 granny smith apples, peeled, cored, thinly sliced, caster sugar2 tbsp caster sugar, orange rind1 tsp orange rind, finely grated and juice2 tbsp orange juice in prepared dish. Bake, covered, stirring once, for 30 minutes or until fruit is just tender. Remove from oven., Meanwhile, combine flour1 cup self-raising flour and brown sugar2/3 cup brown sugar in a large bowl. Add butter80g butter, chilled, chopped. Using your fingertips, rub butter into flour mixture until mixture resembles coarse breadcrumbs. Sprinkle over rhubarb and apple mixture., Bake, uncovered, for 25 to 30 minutes or until crumble is golden brown. Serve with thickened creamthickened cream, to serve.","calories: 517, fat: 17.0g, carbs: 87.6g, protein: 5.3g, servings: 4",https://img.taste.com.au/U9hBvsGo/w720-h480-cfill-q80/taste/2016/11/apple-and-rhubarb-crumble-97499-1.jpeg
Upside-down jam cake,https://www.taste.com.au/recipes/upside-down-jam-cake-recipe/456vbpfo#coral_thread,"[{'quantity': '455', 'unit': 'g', 'name': 'jar raspberry jam'}, {'quantity': '200', 'unit': 'g', 'name': 'butter, at room temperature'}, {'quantity': '215', 'unit': 'g', 'name': '(1 cup) caster sugar'}, {'quantity': '2', 'unit': 'tsp', 'name': 'vanilla extract'}, {'quantity': '2', 'unit': 'egg', 'name': 's'}, {'quantity': '300', 'unit': 'g', 'name': '(2 cups) self-raising flour'}, {'quantity': '185', 'unit': 'ml', 'name': '(3/4 cup) milk'}]","Preheat oven to 180C/160C fan-forced. Grease a 5cm-deep, 23cm square cake pan. Line base and sides with baking paper., Spread the jam455g jar raspberry jam over the base of the prepared pan to evenly coat. Place in the freezer for 15 minutes or until required., Use electric beaters to beat the butter200g butter, at room temperature, sugar215g (1 cup) caster sugar and vanilla2 tsp vanilla extract in a bowl until pale and creamy. Add eggs2 eggs, one at a time, beating well after each addition. Stir in half the flour300g (2 cups) self-raising flour, then half the milk185ml (3/4 cup) milk. Repeat with remaining flour and milk until mixture is well combined., Dollop the batter over the jam. Use a spatula to smooth the surface. Bake for 1 hour or until a skewer inserted into the centre of cake comes out clean. Set aside in the pan for 10 minutes., Carefully invert the cake onto a serving plate. Cut into pieces to serve.","calories: 406, fat: 15.0g, carbs: 63.9g, protein: 4.1g, servings: 12",https://img.taste.com.au/eTsOKrUJ/w720-h480-cfill-q80/taste/2021/09/upside-down-jam-cake-173738-2.jpg
Tropical fruit salad,https://www.taste.com.au/recipes/tropical-fruit-salad-2/4cc91a22-5ee1-4e5c-a719-6715c96e860b#coral_thread,"[{'quantity': '270', 'unit': 'ml', 'name': 'can coconut cream'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'caster sugar'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'lime juice'}, {'quantity': '2', 'unit': 'cm', 'name': 'piece fresh ginger, grated'}, {'quantity': '500', 'unit': 'g', 'name': 'pineapple, peeled, thinly sliced'}, {'quantity': '12', 'unit': 'lychees', 'name': ', peeled, seeds removed'}, {'quantity': '4', 'unit': 'gold', 'name': 'kiwifruit, peeled, thinly sliced'}, {'quantity': '2', 'unit': 'medium', 'name': 'mangoes, thinly sliced'}, {'quantity': '4', 'unit': 'passionfruit', 'name': ', halved'}, {'quantity': '1', 'unit': 'tsp', 'name': 'finely grated lime rind'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'shredded coconut, toasted'}]","Combine cream, sugar, lime juice and ginger in a saucepan over medium heat. Bring to the boil. Reduce heat to medium-low. Simmer for 5 to 8 minutes or until mixture has slightly thickened. Set aside to cool., Combine pineapple, lychees, kiwifruit, mango, passionfruit pulp and lime rind in a large glass or ceramic bowl. Toss to combine. Drizzle with coconut cream mixture. Sprinkle with coconut. Serve.","calories: 430, fat: 24.1g, carbs: 53.7g, protein: 3.2g, servings: 4",https://img.taste.com.au/Pa6_eZIQ/w720-h480-cfill-q80/taste/2016/11/tropical-fruit-salad-60312-1.jpeg
Pumpkin &amp; goat's cheese risotto,https://www.taste.com.au/recipes/pumpkin-goats-cheese-risotto/2f373e27-213f-4c25-8b04-86026ebdb8c7#coral_thread,"[{'quantity': '20', 'unit': 'g', 'name': 'unsalted butter'}, {'quantity': '1', 'unit': 'large', 'name': 'leek (white part only), finely chopped'}, {'quantity': '2', 'unit': 'garlic', 'name': 'cloves, crushed'}, {'quantity': '500', 'unit': 'g', 'name': 'pumpkin, peeled, diced into 1cm pieces'}, {'quantity': None, 'unit': 'Zest', 'name': 'of 1 lemon'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'chopped thyme leaves'}, {'quantity': '100', 'unit': 'ml', 'name': 'dry white wine'}, {'quantity': '900', 'unit': 'ml', 'name': 'chicken stock'}, {'quantity': '250', 'unit': 'g', 'name': 'arborio rice'}, {'quantity': '1/2', 'unit': 'cup', 'name': '(60g) frozen peas'}, {'quantity': '100', 'unit': 'g', 'name': ""soft goat's cheese, crumbled""}, {'quantity': None, 'unit': 'Baby', 'name': 'rocket leaves, to serve'}]","Melt butter20g unsalted butter in a deep frypan over low heat. Cook leek1 large leek (white part only), finely chopped for 2-3 minutes until softened. Add garlic2 garlic cloves, crushed, pumpkin500g pumpkin, peeled, diced into 1cm pieces, half the zestZest of 1 lemon and half the thyme1 tbsp chopped thyme leaves, then stir to coat. Add wine100ml dry white wine, cover and cook for 10 minutes or until pumpkin is almost cooked., Meanwhile, bring stock900ml chicken stock to the boil in a pan. Reduce heat to very low and simmer., Add the rice250g arborio rice to pumpkin mixture and cook for 1-2 minutes to coat the grains. Add stock 1 ladleful at a time, allowing each to be absorbed before adding the next. Continue for 12 minutes, stirring constantly, until stock is absorbed and rice is cooked but firm to the bite. Season to taste. Stir in peas1/2 cup (60g) frozen peas and half the cheese100g soft goat's cheese, crumbled., Serve topped with the remaining zest, thyme, cheese and rocketBaby rocket leaves, to serve.","calories: 267, fat: 6.6g, carbs: 41.3g, protein: 7.4g, servings: 6",https://img.taste.com.au/LIl9iyGK/w720-h480-cfill-q80/taste/2016/11/pumpkin-goats-cheese-risotto-7056-1.jpeg
Layered pesto torta dip,https://www.taste.com.au/recipes/layered-pesto-torta-dip-recipe/nqkaoyfe#coral_thread,"[{'quantity': '500', 'unit': 'g', 'name': 'fresh ricotta, drained'}, {'quantity': '250', 'unit': 'g', 'name': 'tub mascarpone'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'finely grated lemon rind'}, {'quantity': '55', 'unit': 'g', 'name': '(1⁄3 cup) pine nuts, toasted'}, {'quantity': None, 'unit': 'Fresh', 'name': 'small basil leaves, to serve (optional)'}, {'quantity': None, 'unit': 'Pita', 'name': 'crisps, to serve'}]","To make the pestos, place all the tomato pesto ingredients150g semi-dried tomatoes, drained|2 garlic cloves|2 tbsp fresh lemon juice|2 tbsp extra virgin olive oil or oil from semi-dried tomatoes in a food processor. Process until almost smooth. Season. Transfer to a bowl. Clean the processor then repeat to make the basil pesto1 cup firmly packed fresh basil leaves|20g (1⁄4 cup) finely grated parmesan|2 tbsp pine nuts, toasted|1 garlic clove|2 tbsp extra virgin olive oil., Use electric beaters to beat ricotta500g fresh ricotta, drained in a bowl until smooth. Beat in the mascarpone250g tub mascarpone. Add the lemon rind1 tbsp finely grated lemon rind. Season. Beat until combined., Line a shallow 1L (4 cup) bowl with 2 layers of plastic wrap, allowing wrap to overhang side. Spoon over one-third of the ricotta mixture. Smooth the surface. Press with back of a spoon to remove air pockets. Top with basil pesto. Smooth the surface. Top with half of the remaining ricotta mixture. Smooth the surface. Top with tomato pesto. Smooth the surface. Top with the remaining ricotta mixture., Fold over the wrap. Place a plate on top then heavy cans to compress. Place in the fridge overnight to chill., Turn the torta onto a plate and arrange pine nuts55g (1⁄3 cup) pine nuts, toasted in rows on top. Season with pepper and top with basil, if using. Serve with crispsPita crisps, to serve.","calories: 362, fat: 32.4g, carbs: 10.3g, protein: 7.5g, servings: 10",https://img.taste.com.au/3GkK7SK6/w720-h480-cfill-q80/taste/2022/11/layered-pesto-torta-dip-183044-2.jpg
Tatsoi salad with sesame dressing,https://www.taste.com.au/recipes/tatsoi-salad-sesame-dressing/1acd7334-3447-4684-82b5-5f7f353e218a#coral_thread,"[{'quantity': '2', 'unit': 'tbsp', 'name': 'tahini (see notes)'}, {'quantity': '3', 'unit': 'tsp', 'name': 'light soy sauce'}, {'quantity': '1', 'unit': 'garlic', 'name': 'clove, finely chopped'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'lemon juice'}, {'quantity': '1/4', 'unit': 'cup', 'name': '(60ml) peanut oil'}, {'quantity': '2', 'unit': 'spring', 'name': 'onions'}, {'quantity': '1/3', 'unit': 'telegraph', 'name': 'cucumber, peeled, cut in half, seeded'}, {'quantity': '1', 'unit': 'bunch', 'name': 'tatsoi, trimmed'}, {'quantity': '200', 'unit': 'g', 'name': 'frozen edamame, thawed, shelled (see notes)'}, {'quantity': '1', 'unit': 'tsp', 'name': 'white sesame seeds'}]","Combine the tahini, soy sauce, garlic and lemon juice in a small bowl. Add the peanut oil and mix thoroughly until emulsified. Add a small amount of water if dressing is too thick. Season to taste with salt and freshly ground white pepper. Set aside., Trim green part of spring onion and discard. Thinly slice white bulb lengthways. Thinly slice cucumber widthways. Arrange tatsoi on a platter and scatter spring onion, cucumber and edamame over, then sprinkle with sesame seeds. Serve salad with sesame dressing.","calories: 220, fat: 21g, carbs: 3g, protein: 4g, servings: 4",https://img.taste.com.au/G1dkkdFM/w720-h480-cfill-q80/taste/2016/11/tatsoi-salad-with-sesame-dressing-31415-1.jpeg
Lamb skewers with crunchy salad,https://www.taste.com.au/recipes/lamb-skewers-crunchy-salad/e934ff69-8587-4780-a7d5-6fdd0cbffe76#coral_thread,"[{'quantity': '1', 'unit': 'x', 'name': '500g lemon and garlic marinated lamb skewers'}, {'quantity': None, 'unit': 'Olive', 'name': 'oil spray'}, {'quantity': '1', 'unit': 'x', 'name': '520g pkt crunchy salad mix'}, {'quantity': '2', 'unit': 'Lebanese', 'name': 'cucumbers, thinly sliced'}, {'quantity': '1', 'unit': 'x', 'name': '250g punnet grape tomatoes, halved lengthways'}]","Preheat a barbecue grill or chargrill on medium. Spray both sides of the lamb with olive oil spray., Add the lamb to the grill and cook for 4 minutes each side for medium or until cooked to your liking., Meanwhile, place the salad mix and dressing from the packet in a large bowl. Add the cucumber and tomato, and toss until well combined., Divide the salad among serving bowls. Top with the lamb to serve.","calories: 343, fat: 21g, carbs: 16g, protein: 19g, servings: 4",https://img.taste.com.au/GGnDXk-Z/w720-h480-cfill-q80/taste/2016/11/lamb-skewers-with-crunchy-salad-70666-1.jpeg
Meatballs with couscous salad,https://www.taste.com.au/recipes/meatballs-couscous-salad/14649900-7db8-4537-a851-d2aee4749f9e#coral_thread,"[{'quantity': '800', 'unit': 'g', 'name': 'extra-lean beef mince'}, {'quantity': '2', 'unit': 'tsp', 'name': 'beef stock powder'}, {'quantity': '2', 'unit': 'tsp', 'name': 'garlic pepper steak seasoning'}, {'quantity': '1', 'unit': 'cup', 'name': 'couscous'}, {'quantity': '1 2/3', 'unit': 'cups', 'name': 'boiling water'}, {'quantity': None, 'unit': 'olive', 'name': 'oil cooking spray'}, {'quantity': '400', 'unit': 'g', 'name': 'can chickpeas, drained, rinsed'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'mint leaves, chopped'}, {'quantity': '1/4', 'unit': 'cup', 'name': 'flat-leaf parsley leaves, coarsely chopped'}, {'quantity': '1', 'unit': 'lemon', 'name': ', rind finely grated, juiced'}, {'quantity': '1', 'unit': 'small', 'name': 'red onion, finely chopped'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'Sunbeam raisins, finely chopped'}, {'quantity': '2', 'unit': 'roma', 'name': 'tomatoes, finely chopped'}, {'quantity': '1/3', 'unit': 'cup', 'name': 'fat-free natural yoghurt'}]","Combine mince800g extra-lean beef mince, stock powder2 tsp beef stock powder and steak seasoning2 tsp garlic pepper steak seasoning in a large bowl. Mix well. Roll tablespoons mince into balls., Place couscous1 cup couscous in a large, heatproof bowl. Cover with boiling water1 2/3 cups boiling water. Cover bowl and stand for 3 to 4 minutes or until liquid is absorbed. Stir with a fork to seperate grains., Heat a large, non-stick frying pan over medium heat. Spray meatballs with oilolive oil cooking spray. Cook, turning often, for 10 to 15 minutes or until browned and cooked through., Meanwhile, add chickpeas400g can chickpeas, drained, rinsed, mint1/2 cup mint leaves, chopped, parsley1/4 cup flat-leaf parsley leaves, coarsely chopped, lemon rind1 lemon, rind finely grated, juiced, 2 tablespoons lemon juice, onion1 small red onion, finely chopped, raisins1/2 cup raisins, finely chopped and tomatoes2 roma tomatoes, finely chopped to couscous. Stir to combine. Season with salt and pepper. Spoon couscous salad into bowls. Top with meatballs and 1 tablespoon yoghurt. Season with pepper. Serve.","calories: 618, fat: 16.7g, carbs: 60.3g, protein: 53g, servings: 4",https://img.taste.com.au/xXa3CX1T/w720-h480-cfill-q80/taste/2016/11/meatballs-with-couscous-salad-24902-1.jpeg
Indian lamb pilaf,https://www.taste.com.au/recipes/indian-lamb-pilaf/2f3e56d3-f9ce-4336-bae6-003451ef905d#coral_thread,"[{'quantity': '80', 'unit': 'g', 'name': '(1/3 cup) korma curry paste'}, {'quantity': '300', 'unit': 'g', 'name': 'natural yoghurt'}, {'quantity': '600', 'unit': 'g', 'name': 'lamb leg steaks, cut into 3cm pieces'}, {'quantity': '20', 'unit': 'g', 'name': 'butter'}, {'quantity': '1', 'unit': 'tsp', 'name': 'vegetable oil'}, {'quantity': '1', 'unit': 'brown', 'name': 'onion, halved, thinly sliced'}, {'quantity': '2', 'unit': 'garlic', 'name': 'cloves, finely chopped'}, {'quantity': '2', 'unit': 'tsp', 'name': 'finely chopped fresh ginger'}, {'quantity': '270', 'unit': 'g', 'name': '(1 1/3 cups) Basmati rice, rinsed, drained'}, {'quantity': '6', 'unit': 'cardamom', 'name': 'pods, crushed'}, {'quantity': '6', 'unit': 'whole', 'name': 'cloves'}, {'quantity': '1', 'unit': 'cinnamon', 'name': 'stick'}, {'quantity': None, 'unit': 'Large', 'name': 'pinch of saffron'}, {'quantity': '500', 'unit': 'ml', 'name': '(2 cups) chicken stock'}, {'quantity': None, 'unit': 'Flaked', 'name': 'almonds, toasted, to serve'}, {'quantity': None, 'unit': 'Fresh', 'name': 'coriander sprigs, to serve'}]","Combine curry paste80g (1/3 cup) korma curry paste and 90g (1/3 cup) of yoghurt300g natural yoghurt in a glass or ceramic bowl. Stir in the lamb600g lamb leg steaks, cut into 3cm pieces. Set aside to marinate., Meanwhile, melt butter20g butter and oil1 tsp vegetable oil in a saucepan over medium-high heat. Cook onion1 brown onion, halved, thinly sliced, stirring occasionally, for 7 minutes or until browned. Add garlic2 garlic cloves, finely chopped and ginger2 tsp finely chopped fresh ginger and cook for 1 minute or until aromatic., Increase heat to high and add lamb mixture. Cook, stirring, for 2 minutes. Stir in rice270g (1 1/3 cups) Basmati rice, rinsed, drained, cardamom6 cardamom pods, crushed, cloves6 whole cloves, cinnamon1 cinnamon stick and saffronLarge pinch of saffron. Add the stock500ml (2 cups) chicken stock. Bring to the boil. Stir. Cover and reduce heat to low. Cook for 15 minutes or until the liquid is absorbed. Set aside, covered, for 5 minutes to steam. Use a fork to separate the grains. Season with salt., Divide among serving plates. Sprinkle with almondsFlaked almonds, toasted, to serve. Add remaining yoghurt and top with corianderFresh coriander sprigs, to serve.","calories: 719, fat: 33.9g, carbs: 70.1g, protein: 32.7g, servings: 4",https://img.taste.com.au/jLwh3oHi/w720-h480-cfill-q80/taste/2016/11/indian-lamb-pilaf-81400-1.jpeg
Easter egg tart,https://www.taste.com.au/recipes/easter-egg-tart-recipe/vr635mhg#coral_thread,"[{'quantity': '2', 'unit': 'x', 'name': '133g packet Oreo biscuits'}, {'quantity': '60', 'unit': 'g', 'name': 'unsalted butter, melted, plus 25g, extra, melted'}, {'quantity': '155', 'unit': 'g', 'name': '(3/4 cup) caster sugar'}, {'quantity': '125', 'unit': 'ml', 'name': '(1/2 cup) thickened cream'}, {'quantity': '1/2', 'unit': 'tsp', 'name': 'sea salt flakes'}, {'quantity': '160', 'unit': 'g', 'name': 'unsalted roasted peanuts'}]","Preheat the oven to 180C/160C fan forced. Grease the base and side of a 20cm round springform pan and line base and side with baking paper. Place the biscuits and a pinch of salt in a food processor and process until finely crushed. Add the melted butter and process until well combined. Transfer the mixture to the prepared pan and press mixture firmly and evenly over the base and up side of pan. Bake for 10 minutes or until firm. Set aside to cool., Stir the sugar and 60ml (1/4 cup) water in a small saucepan over low heat until the sugar dissolves. Increase heat to medium and bring to the boil. Cook, without stirring, for 10 minutes or until golden. Remove from heat., Meanwhile, place the cream in a microwave-safe bowl and microwave on Medium for 2 minutes. Add the extra butter and stir until combined. Carefully add the cream mixture and salt flakes and place over medium heat. Cook for 3 minutes or until mixture thickens slightly. Remove from heat and transfer to a heatproof bowl. Set aside to cool completely then stir through the peanuts. Pour into the cooled tart shell., To make the topping, place the dark chocolate in a small heatproof bowl. Pour the cream into a small saucepan and place over medium heat. Bring to a simmer then pour the hot cream over the chocolate. Stir until the chocolate melts and the mixture is smooth. Spread the topping over the caramel layer. Place in the fridge for 2 hours or until set. Decorate with the mini eggs in a circular pattern to serve.","calories: 495, fat: 27.7g, carbs: 58.8g, protein: 6.1g, servings: 12",https://img.taste.com.au/rAXNhQhZ/w720-h480-cfill-q80/taste/2020/03/easter-egg-tart-160168-1.jpg
